2020.10.20,00:00,1.1766,1.1771,1.1765,1.1768,15
2020.10.20,00:05,1.1767,1.1771,1.1766,1.177,20
2020.10.20,00:10,1.1769,1.177,1.1768,1.1769,7
2020.10.20,00:15,1.1768,1.1769,1.1764,1.1766,27
2020.10.20,00:20,1.1765,1.1767,1.1764,1.1767,20
2020.10.20,00:25,1.1766,1.1768,1.1765,1.1766,15
2020.10.20,00:30,1.1765,1.1766,1.1765,1.1766,46
2020.10.20,00:35,1.1765,1.1766,1.1765,1.1766,2
2020.10.20,00:40,1.1767,1.1767,1.1765,1.1766,12
2020.10.20,00:45,1.1765,1.1766,1.1765,1.1766,34
2020.10.20,00:50,1.1765,1.1766,1.1765,1.1766,120
2020.10.20,00:55,1.1767,1.1767,1.1766,1.1766,2
2020.10.20,01:00,1.1768,1.1768,1.1767,1.1768,5
2020.10.20,01:05,1.1769,1.1769,1.1769,1.1769,1
2020.10.20,01:10,1.177,1.177,1.1769,1.1769,2
2020.10.20,02:20,1.1767,1.1769,1.1767,1.1769,6
2020.10.20,02:25,1.1768,1.1768,1.1766,1.1767,4
2020.10.20,02:30,1.1766,1.1766,1.1764,1.1766,33
2020.10.20,02:35,1.1767,1.1768,1.1766,1.1768,8
2020.10.20,02:40,1.1769,1.1769,1.1768,1.1769,13
2020.10.20,02:45,1.1768,1.1769,1.1767,1.1768,13
2020.10.20,02:50,1.1767,1.1768,1.1767,1.1767,11
2020.10.20,02:55,1.1768,1.1768,1.1767,1.1767,6
2020.10.20,03:00,1.1768,1.1773,1.1767,1.1771,46
2020.10.20,03:05,1.1772,1.1773,1.1771,1.1773,16
2020.10.20,03:10,1.1772,1.1773,1.1772,1.1772,13
2020.10.20,03:15,1.1773,1.1773,1.177,1.1771,19
2020.10.20,03:20,1.1772,1.1773,1.1771,1.1772,13
2020.10.20,03:25,1.1773,1.1773,1.177,1.1771,5
2020.10.20,03:30,1.177,1.177,1.177,1.177,1
2020.10.20,03:35,1.1771,1.1771,1.1769,1.177,6
2020.10.20,03:40,1.1771,1.1772,1.1769,1.1772,16
2020.10.20,03:45,1.1771,1.1774,1.1771,1.1773,33
2020.10.20,03:50,1.1772,1.1774,1.1772,1.1773,14
2020.10.20,03:55,1.1774,1.1775,1.1773,1.1774,7
2020.10.20,04:00,1.1775,1.1775,1.1769,1.177,28
2020.10.20,04:05,1.1771,1.1772,1.1771,1.1772,28
2020.10.20,04:10,1.1771,1.1773,1.1771,1.1772,14
2020.10.20,04:15,1.1771,1.1774,1.1771,1.1773,15
2020.10.20,04:20,1.1774,1.1775,1.1772,1.1772,17
2020.10.20,04:25,1.1771,1.1772,1.1769,1.177,30
2020.10.20,04:30,1.1771,1.1771,1.1769,1.177,20
2020.10.20,04:35,1.1771,1.1771,1.1768,1.1768,28
2020.10.20,04:40,1.1769,1.1769,1.1767,1.1769,29
2020.10.20,04:45,1.1768,1.1768,1.1765,1.1766,25
2020.10.20,04:50,1.1765,1.1767,1.1765,1.1766,18
2020.10.20,04:55,1.1765,1.1767,1.1764,1.1766,30
2020.10.20,05:00,1.1765,1.1766,1.1763,1.1765,27
2020.10.20,05:05,1.1764,1.1765,1.1764,1.1764,15
2020.10.20,05:10,1.1765,1.1766,1.1765,1.1766,24
2020.10.20,05:15,1.1765,1.1767,1.1765,1.1766,6
2020.10.20,05:20,1.1767,1.1767,1.1766,1.1767,7
2020.10.20,05:25,1.1766,1.1768,1.1765,1.1767,10
2020.10.20,05:30,1.1766,1.1767,1.1765,1.1766,9
2020.10.20,05:35,1.1767,1.1767,1.1766,1.1767,21
2020.10.20,05:40,1.1768,1.1768,1.1767,1.1767,8
2020.10.20,05:45,1.1768,1.1768,1.1766,1.1767,12
2020.10.20,05:50,1.1766,1.1767,1.1766,1.1766,3
2020.10.20,05:55,1.1767,1.1768,1.1766,1.1768,6
2020.10.20,06:00,1.1767,1.1769,1.1767,1.1769,7
2020.10.20,06:05,1.177,1.177,1.1769,1.177,11
2020.10.20,06:10,1.1769,1.1771,1.1769,1.1771,11
2020.10.20,06:15,1.177,1.1771,1.177,1.177,3
2020.10.20,06:20,1.1771,1.1771,1.177,1.177,2
2020.10.20,06:25,1.1771,1.1771,1.177,1.177,8
2020.10.20,06:30,1.1771,1.1772,1.177,1.1772,8
2020.10.20,06:35,1.1771,1.1774,1.1771,1.1773,9
2020.10.20,06:40,1.1772,1.1773,1.1772,1.1773,22
2020.10.20,06:50,1.1774,1.1774,1.1773,1.1774,11
2020.10.20,06:55,1.1775,1.1776,1.1774,1.1775,27
2020.10.20,07:00,1.1774,1.1775,1.1772,1.1774,9
2020.10.20,07:05,1.1775,1.1776,1.1774,1.1776,16
2020.10.20,07:10,1.1777,1.1777,1.1776,1.1776,4
2020.10.20,07:15,1.1777,1.1777,1.1776,1.1776,2
2020.10.20,07:20,1.1775,1.1776,1.1774,1.1775,11
2020.10.20,07:25,1.1776,1.1776,1.1775,1.1776,3
2020.10.20,07:30,1.1775,1.1776,1.1775,1.1775,13
2020.10.20,07:35,1.1776,1.1776,1.1775,1.1775,10
2020.10.20,07:40,1.1776,1.1776,1.1775,1.1776,3
2020.10.20,07:45,1.1777,1.1777,1.1775,1.1775,3
2020.10.20,07:50,1.1776,1.1777,1.1775,1.1776,7
2020.10.20,07:55,1.1777,1.1777,1.1776,1.1776,14
